effective_month,symbol,history_days,liquidity_30d_median,liquidity_rank
2021-11-01 00:00:00+00:00,ETHUSDT,670,1576145441.432652,2.0
2021-11-01 00:00:00+00:00,SHIBUSDT,175,1523829106.5262828,3.0
2021-11-01 00:00:00+00:00,SOLUSDT,447,581466206.222,4.0
2021-11-01 00:00:00+00:00,BNBUSDT,670,500119535.96739995,5.0
2021-11-01 00:00:00+00:00,DOTUSDT,440,437202167.0302,6.0
2021-11-01 00:00:00+00:00,XRPUSDT,670,432593437.75345004,7.0
2021-11-01 00:00:00+00:00,DOGEUSDT,670,386831120.8636,8.0
2021-11-01 00:00:00+00:00,ADAUSDT,670,289800137.67255,9.0
2021-11-01 00:00:00+00:00,FILUSDT,382,276044836.7738,10.0
2021-11-01 00:00:00+00:00,AXSUSDT,362,221338699.0467,11.0
2021-11-01 00:00:00+00:00,LUNAUSDT,437,208871674.6498,12.0
2021-11-01 00:00:00+00:00,TRXUSDT,670,198578302.7627285,13.0
2021-11-01 00:00:00+00:00,AVAXUSDT,405,195356224.0435,14.0
2021-11-01 00:00:00+00:00,LINKUSDT,670,150380911.9669,15.0
2021-11-01 00:00:00+00:00,ATOMUSDT,670,124513179.9382,16.0
2021-11-01 00:00:00+00:00,LTCUSDT,670,111711996.93169999,17.0
2021-11-01 00:00:00+00:00,ONEUSDT,670,109363125.5114875,18.0
2021-11-01 00:00:00+00:00,VETUSDT,670,105664430.13904399,19.0
2021-11-01 00:00:00+00:00,SLPUSDT,185,100964995.7416,20.0
2021-11-01 00:00:00+00:00,ICPUSDT,174,98941696.75545,21.0
2021-11-01 00:00:00+00:00,THETAUSDT,670,91156556.28475,22.0
2021-11-01 00:00:00+00:00,NEARUSDT,383,82391840.61545,23.0
2021-11-01 00:00:00+00:00,FTTUSDT,670,81241818.50615,24.0
2021-11-01 00:00:00+00:00,ALGOUSDT,670,73255941.70574999,25.0
2021-12-01 00:00:00+00:00,BTCUSDT,700,2587152711.671243,1.0
2021-12-01 00:00:00+00:00,ETHUSDT,700,1783465511.8474069,2.0
2021-12-01 00:00:00+00:00,SHIBUSDT,205,944389144.1942899,3.0
2021-12-01 00:00:00+00:00,SANDUSDT,474,874209601.276,4.0
2021-12-01 00:00:00+00:00,BNBUSDT,700,699806351.553056,5.0
2021-12-01 00:00:00+00:00,MANAUSDT,482,627564929.7846,6.0
2021-12-01 00:00:00+00:00,SOLUSDT,477,484534565.48915005,7.0
2021-12-01 00:00:00+00:00,TRXUSDT,700,422544844.888847,8.0
2021-12-01 00:00:00+00:00,DOTUSDT,470,392247858.7341,9.0
2021-12-01 00:00:00+00:00,AVAXUSDT,435,377499931.343775,10.0
2021-12-01 00:00:00+00:00,XRPUSDT,700,371335869.44365,11.0
2021-12-01 00:00:00+00:00,DOGEUSDT,700,319957693.01405,12.0
2021-12-01 00:00:00+00:00,ADAUSDT,700,288058449.6656,13.0
2021-12-01 00:00:00+00:00,FILUSDT,412,214027299.97815,14.0
2021-12-01 00:00:00+00:00,LTCUSDT,700,191940338.10045,15.0
2021-12-01 00:00:00+00:00,CHZUSDT,700,169675433.4562,16.0
2021-12-01 00:00:00+00:00,LUNAUSDT,467,153988745.3601,17.0
2021-12-01 00:00:00+00:00,CHRUSDT,573,145913408.78585,18.0
2021-12-01 00:00:00+00:00,LINKUSDT,700,144693342.09955,19.0
2021-12-01 00:00:00+00:00,TLMUSDT,232,144150932.812,20.0
2021-12-01 00:00:00+00:00,VETUSDT,700,131316180.63395551,21.0
2021-12-01 00:00:00+00:00,AXSUSDT,392,127421448.3139,22.0
2021-12-01 00:00:00+00:00,ENJUSDT,700,121951862.75765,23.0
2021-12-01 00:00:00+00:00,ALICEUSDT,261,111362229.14335,24.0
2021-12-01 00:00:00+00:00,SLPUSDT,215,104998215.36635,25.0
2022-01-01 00:00:00+00:00,BTCUSDT,731,1834354573.9774952,1.0
2022-01-01 00:00:00+00:00,ETHUSDT,731,1494984128.351244,2.0
2022-01-01 00:00:00+00:00,LUNAUSDT,498,495444839.325294,3.0
2022-01-01 00:00:00+00:00,BNBUSDT,731,468843284.55770004,4.0
2022-01-01 00:00:00+00:00,SANDUSDT,505,355645836.6709,5.0
2022-01-01 00:00:00+00:00,SOLUSDT,508,317165170.48045003,6.0
2022-01-01 00:00:00+00:00,SHIBUSDT,236,314860266.35840195,7.0
2022-01-01 00:00:00+00:00,GALAUSDT,110,302036539.05623996,8.0
2022-01-01 00:00:00+00:00,AVAXUSDT,466,286105359.25815,9.0
2022-01-01 00:00:00+00:00,XRPUSDT,731,281574409.34555,10.0
2022-01-01 00:00:00+00:00,DOTUSDT,501,272681457.21145,11.0
2022-01-01 00:00:00+00:00,ADAUSDT,731,216241051.7636,12.0
2022-01-01 00:00:00+00:00,MANAUSDT,513,188834838.73795,13.0
2022-01-01 00:00:00+00:00,DOGEUSDT,731,161840632.4171,14.0
2022-01-01 00:00:00+00:00,NEARUSDT,444,147058542.272,15.0
2022-01-01 00:00:00+00:00,TRXUSDT,731,128987848.9126355,16.0
2022-01-01 00:00:00+00:00,FILUSDT,443,126969754.42225,17.0
2022-01-01 00:00:00+00:00,LINKUSDT,731,126822604.1394,18.0
2022-01-01 00:00:00+00:00,LTCUSDT,731,84586821.40655,19.0
2022-01-01 00:00:00+00:00,CRVUSDT,504,82176917.4176,20.0
2022-01-01 00:00:00+00:00,ATOMUSDT,731,73825270.59845,21.0
2022-01-01 00:00:00+00:00,EGLDUSDT,485,68564811.015,22.0
2022-01-01 00:00:00+00:00,VETUSDT,731,63136227.196239,23.0
2022-01-01 00:00:00+00:00,ICPUSDT,235,61455487.23685,24.0
2022-01-01 00:00:00+00:00,ROSEUSDT,408,59670228.103724495,25.0
2022-02-01 00:00:00+00:00,BTCUSDT,762,1538074228.3578115,1.0
2022-02-01 00:00:00+00:00,ETHUSDT,762,1150170555.6012044,2.0
2022-02-01 00:00:00+00:00,BNBUSDT,762,378753678.76900005,3.0
2022-02-01 00:00:00+00:00,LUNAUSDT,529,358367364.8848,4.0
2022-02-01 00:00:00+00:00,ATOMUSDT,762,254712861.08749998,5.0
2022-02-01 00:00:00+00:00,SOLUSDT,539,232807954.11035,6.0
2022-02-01 00:00:00+00:00,SANDUSDT,536,219700588.22114998,7.0
2022-02-01 00:00:00+00:00,NEARUSDT,475,216639899.40465,8.0
2022-02-01 00:00:00+00:00,DOTUSDT,532,214561317.1282,9.0
2022-02-01 00:00:00+00:00,ADAUSDT,762,208331503.154159,10.0
2022-02-01 00:00:00+00:00,XRPUSDT,762,177161148.00245,11.0
2022-02-01 00:00:00+00:00,SHIBUSDT,267,167607477.39290768,12.0
2022-02-01 00:00:00+00:00,GALAUSDT,141,164931621.389875,13.0
2022-02-01 00:00:00+00:00,ROSEUSDT,439,161710491.520415,14.0
2022-02-01 00:00:00+00:00,LINKUSDT,762,157978715.3995,15.0
2022-02-01 00:00:00+00:00,AVAXUSDT,497,155875183.42365,16.0
2022-02-01 00:00:00+00:00,DOGEUSDT,762,150330304.98655,17.0
2022-02-01 00:00:00+00:00,ONEUSDT,762,125636937.317957,18.0
2022-02-01 00:00:00+00:00,TRXUSDT,762,119170843.37755549,19.0
2022-02-01 00:00:00+00:00,CRVUSDT,535,111897281.14745,20.0
2022-02-01 00:00:00+00:00,ICPUSDT,266,99761753.60165,21.0
2022-02-01 00:00:00+00:00,MANAUSDT,544,94402278.4231,22.0
2022-02-01 00:00:00+00:00,FILUSDT,474,73740168.3988,23.0
2022-02-01 00:00:00+00:00,LTCUSDT,762,61765292.81465,24.0
2022-02-01 00:00:00+00:00,AXSUSDT,454,50664877.16865,25.0
2022-03-01 00:00:00+00:00,BTCUSDT,790,1588993413.1915183,1.0
2022-03-01 00:00:00+00:00,ETHUSDT,790,1281849726.103979,2.0
2022-03-01 00:00:00+00:00,XRPUSDT,790,325121814.5029,3.0
2022-03-01 00:00:00+00:00,LUNAUSDT,557,289213545.4849,4.0
2022-03-01 00:00:00+00:00,SHIBUSDT,295,284782666.3266787,5.0
2022-03-01 00:00:00+00:00,GALAUSDT,169,278157421.004055,6.0
2022-03-01 00:00:00+00:00,BNBUSDT,790,261393764.3183,7.0
2022-03-01 00:00:00+00:00,SOLUSDT,567,240341901.02445,8.0
2022-03-01 00:00:00+00:00,AVAXUSDT,525,189948851.5344,9.0
2022-03-01 00:00:00+00:00,SANDUSDT,564,185271288.32454997,10.0
2022-03-01 00:00:00+00:00,DOTUSDT,560,149778110.62435,11.0
2022-03-01 00:00:00+00:00,SLPUSDT,305,147891872.40185,12.0
2022-03-01 00:00:00+00:00,ADAUSDT,790,147180773.597,13.0
2022-03-01 00:00:00+00:00,MANAUSDT,572,141416832.87124997,14.0
2022-03-01 00:00:00+00:00,ATOMUSDT,790,99793700.48135,15.0
2022-03-01 00:00:00+00:00,TRXUSDT,790,90649856.0911065,16.0
2022-03-01 00:00:00+00:00,DOGEUSDT,790,90412356.5124,17.0
2022-03-01 00:00:00+00:00,LINKUSDT,790,80088468.995502,18.0
2022-03-01 00:00:00+00:00,NEARUSDT,503,79746084.09605,19.0
2022-03-01 00:00:00+00:00,FILUSDT,502,59955471.195199996,20.0
2022-03-01 00:00:00+00:00,AXSUSDT,482,55672424.17125,21.0
2022-03-01 00:00:00+00:00,LTCUSDT,790,54841080.100600004,22.0
2022-03-01 00:00:00+00:00,ROSEUSDT,467,53763776.0748355,23.0
2022-03-01 00:00:00+00:00,ICPUSDT,294,49858245.05235,24.0
2022-03-01 00:00:00+00:00,THETAUSDT,790,45884535.0368,25.0
2022-04-01 00:00:00+00:00,BTCUSDT,821,1919586111.113631,1.0
2022-04-01 00:00:00+00:00,ETHUSDT,821,1328096924.5010786,2.0
2022-04-01 00:00:00+00:00,LUNAUSDT,588,408079265.6325,3.0
2022-04-01 00:00:00+00:00,XRPUSDT,821,247138507.45354998,4.0
2022-04-01 00:00:00+00:00,SOLUSDT,598,237201256.8602,5.0
2022-04-01 00:00:00+00:00,AVAXUSDT,556,237049435.4143,6.0
2022-04-01 00:00:00+00:00,BNBUSDT,821,227329960.7618,7.0
2022-04-01 00:00:00+00:00,SHIBUSDT,326,160304864.65071163,8.0
2022-04-01 00:00:00+00:00,GALAUSDT,200,160000410.46523,9.0
2022-04-01 00:00:00+00:00,DOTUSDT,591,115308600.07115,10.0
2022-04-01 00:00:00+00:00,JASMYUSDT,130,114155512.97665,11.0
2022-04-01 00:00:00+00:00,NEARUSDT,534,112635846.18645,12.0
2022-04-01 00:00:00+00:00,ADAUSDT,821,104567273.42045,13.0
2022-04-01 00:00:00+00:00,RUNEUSDT,574,97633324.09099999,14.0
2022-04-01 00:00:00+00:00,ATOMUSDT,821,96697571.36520001,15.0
2022-04-01 00:00:00+00:00,SANDUSDT,595,93947026.1612,16.0
2022-04-01 00:00:00+00:00,TRXUSDT,821,84455922.02680251,17.0
2022-04-01 00:00:00+00:00,LINKUSDT,821,67155977.8248,18.0
2022-04-01 00:00:00+00:00,DOGEUSDT,821,66988925.2364,19.0
2022-04-01 00:00:00+00:00,MANAUSDT,603,63657893.978750005,20.0
2022-04-01 00:00:00+00:00,SLPUSDT,336,54748915.846750006,21.0
2022-04-01 00:00:00+00:00,LTCUSDT,821,50395749.38615,22.0
2022-04-01 00:00:00+00:00,MBLUSDT,770,48942216.11744,23.0
2022-04-01 00:00:00+00:00,PEOPLEUSDT,99,44930401.08129,24.0
2022-04-01 00:00:00+00:00,VETUSDT,821,43341845.648812994,25.0
2022-05-01 00:00:00+00:00,BTCUSDT,851,1776195363.0253525,1.0
2022-05-01 00:00:00+00:00,ETHUSDT,851,1392290765.7132845,2.0
2022-05-01 00:00:00+00:00,LUNAUSDT,618,332349563.13030005,3.0
2022-05-01 00:00:00+00:00,BNBUSDT,851,270430689.5965,4.0
2022-05-01 00:00:00+00:00,NEARUSDT,564,253320374.59105,5.0
2022-05-01 00:00:00+00:00,SOLUSDT,628,250146721.78825,6.0
2022-05-01 00:00:00+00:00,DOGEUSDT,851,198738056.45,7.0
2022-05-01 00:00:00+00:00,XRPUSDT,851,170623519.97065002,8.0
2022-05-01 00:00:00+00:00,SHIBUSDT,356,156330625.55610722,9.0
2022-05-01 00:00:00+00:00,AVAXUSDT,586,125234621.94095,10.0
2022-05-01 00:00:00+00:00,ZILUSDT,851,105039341.273509,11.0
2022-05-01 00:00:00+00:00,ADAUSDT,851,102710356.76635,12.0
2022-05-01 00:00:00+00:00,DOTUSDT,621,86221246.12385,13.0
2022-05-01 00:00:00+00:00,JASMYUSDT,160,81225804.23879,14.0
2022-05-01 00:00:00+00:00,GALAUSDT,230,78255725.53254,15.0
2022-05-01 00:00:00+00:00,TRXUSDT,851,73902827.805875,16.0
2022-05-01 00:00:00+00:00,FILUSDT,563,72710310.20594999,17.0
2022-05-01 00:00:00+00:00,SANDUSDT,625,67858941.69285,18.0
2022-05-01 00:00:00+00:00,RUNEUSDT,604,66791189.3168,19.0
2022-05-01 00:00:00+00:00,SLPUSDT,366,61588384.801465,20.0
2022-05-01 00:00:00+00:00,ATOMUSDT,851,58207626.2883,21.0
2022-05-01 00:00:00+00:00,ETCUSDT,851,55036274.0893,22.0
2022-05-01 00:00:00+00:00,VETUSDT,851,41974069.1454505,23.0
2022-05-01 00:00:00+00:00,AXSUSDT,543,41759767.39915,24.0
2022-05-01 00:00:00+00:00,KNCUSDT,688,41419269.9228695,25.0
2022-06-01 00:00:00+00:00,BTCUSDT,882,1997809626.3984094,1.0
2022-06-01 00:00:00+00:00,ETHUSDT,882,1468925367.3036015,2.0
2022-06-01 00:00:00+00:00,LUNAUSDT,649,312330166.7211,3.0
2022-06-01 00:00:00+00:00,BNBUSDT,882,280894669.28395,4.0
2022-06-01 00:00:00+00:00,SOLUSDT,659,227789473.27305,5.0
2022-06-01 00:00:00+00:00,XRPUSDT,882,175483877.77735,6.0
2022-06-01 00:00:00+00:00,TRXUSDT,882,152981949.36606902,7.0
2022-06-01 00:00:00+00:00,AVAXUSDT,617,148750293.03305,8.0
2022-06-01 00:00:00+00:00,ADAUSDT,882,114253898.016045,9.0
2022-06-01 00:00:00+00:00,SHIBUSDT,387,98365708.7727719,10.0
2022-06-01 00:00:00+00:00,NEARUSDT,595,97428565.8477,11.0
2022-06-01 00:00:00+00:00,DOTUSDT,652,96675474.8897915,12.0
2022-06-01 00:00:00+00:00,DOGEUSDT,882,87401991.44205001,13.0
2022-06-01 00:00:00+00:00,GALAUSDT,261,72828929.579195,14.0
2022-06-01 00:00:00+00:00,SANDUSDT,656,62992740.81295,15.0
2022-06-01 00:00:00+00:00,ZILUSDT,882,53800139.046849,16.0
2022-06-01 00:00:00+00:00,AXSUSDT,574,51915254.0606,17.0
2022-06-01 00:00:00+00:00,ATOMUSDT,882,50376966.14795,18.0
2022-06-01 00:00:00+00:00,JASMYUSDT,191,49536065.182516396,19.0
2022-06-01 00:00:00+00:00,MANAUSDT,664,47600813.600549996,20.0
2022-06-01 00:00:00+00:00,ENSUSDT,203,44382802.042,21.0
2022-06-01 00:00:00+00:00,LTCUSDT,882,42588961.43865,22.0
2022-06-01 00:00:00+00:00,RUNEUSDT,635,42295503.5344,23.0
2022-06-01 00:00:00+00:00,LINKUSDT,882,40807481.9606,24.0
2022-06-01 00:00:00+00:00,VETUSDT,882,33442969.311631,25.0
2022-07-01 00:00:00+00:00,BTCUSDT,912,1882105888.656591,1.0
2022-07-01 00:00:00+00:00,ETHUSDT,912,1505179842.6098945,2.0
2022-07-01 00:00:00+00:00,SOLUSDT,689,208176640.6059,3.0
2022-07-01 00:00:00+00:00,BNBUSDT,912,167475247.94204998,4.0
2022-07-01 00:00:00+00:00,ADAUSDT,912,137217339.058245,5.0
2022-07-01 00:00:00+00:00,XRPUSDT,912,123782013.31815,6.0
2022-07-01 00:00:00+00:00,GMTUSDT,114,100163338.455683,7.0
2022-07-01 00:00:00+00:00,AVAXUSDT,647,86330719.5129,8.0
2022-07-01 00:00:00+00:00,TRXUSDT,912,83838147.4131085,9.0
2022-07-01 00:00:00+00:00,DOGEUSDT,912,71874160.097565,10.0
2022-07-01 00:00:00+00:00,APEUSDT,106,68278719.59622401,11.0
2022-07-01 00:00:00+00:00,LINKUSDT,912,59714940.11005,12.0
2022-07-01 00:00:00+00:00,SHIBUSDT,417,57322851.685592085,13.0
2022-07-01 00:00:00+00:00,NEARUSDT,625,51516594.7327,14.0
2022-07-01 00:00:00+00:00,DOTUSDT,682,48928915.7241,15.0
2022-07-01 00:00:00+00:00,GALAUSDT,291,47314259.802495,16.0
2022-07-01 00:00:00+00:00,SANDUSDT,686,44188303.6413,17.0
2022-07-01 00:00:00+00:00,LUNAUSDT,679,41316378.786697,18.0
2022-07-01 00:00:00+00:00,LTCUSDT,912,33677419.08502525,19.0
2022-07-01 00:00:00+00:00,ATOMUSDT,912,29826931.005577497,20.0
2022-07-01 00:00:00+00:00,MANAUSDT,694,29368211.13135,21.0
2022-07-01 00:00:00+00:00,PEOPLEUSDT,190,28066917.958397,22.0
2022-07-01 00:00:00+00:00,RUNEUSDT,665,27468671.7309,23.0
2022-07-01 00:00:00+00:00,BELUSDT,654,23372901.01185,24.0
2022-07-01 00:00:00+00:00,JASMYUSDT,221,23349650.1087167,25.0
2022-08-01 00:00:00+00:00,BTCUSDT,943,3580405596.6252317,1.0
2022-08-01 00:00:00+00:00,ETHUSDT,943,1650608793.5142264,2.0
2022-08-01 00:00:00+00:00,SOLUSDT,720,161961054.67145002,3.0
2022-08-01 00:00:00+00:00,BNBUSDT,943,131011289.3773,4.0
2022-08-01 00:00:00+00:00,ADAUSDT,943,91519179.887995,5.0
2022-08-01 00:00:00+00:00,XRPUSDT,943,91515453.5162,6.0
2022-08-01 00:00:00+00:00,AVAXUSDT,678,81690234.674,7.0
2022-08-01 00:00:00+00:00,GMTUSDT,145,65669207.166760996,8.0
2022-08-01 00:00:00+00:00,APEUSDT,137,61434302.5450725,9.0
2022-08-01 00:00:00+00:00,ETCUSDT,943,60753348.8221,10.0
2022-08-01 00:00:00+00:00,SHIBUSDT,448,55497659.945381194,11.0
2022-08-01 00:00:00+00:00,SANDUSDT,717,45417876.1879,12.0
2022-08-01 00:00:00+00:00,DOTUSDT,713,43893992.4328545,13.0
2022-08-01 00:00:00+00:00,DOGEUSDT,943,43754010.903809994,14.0
2022-08-01 00:00:00+00:00,ATOMUSDT,943,41995904.455615,15.0
2022-08-01 00:00:00+00:00,NEARUSDT,656,40621682.6027,16.0
2022-08-01 00:00:00+00:00,TRXUSDT,943,40260712.125167,17.0
2022-08-01 00:00:00+00:00,RUNEUSDT,696,39671904.30575,18.0
2022-08-01 00:00:00+00:00,LINKUSDT,943,38245539.42225,19.0
2022-08-01 00:00:00+00:00,GALAUSDT,322,33214581.840740003,20.0
2022-08-01 00:00:00+00:00,UNIUSDT,683,31787045.2464,21.0
2022-08-01 00:00:00+00:00,LTCUSDT,943,27050001.017145,22.0
2022-08-01 00:00:00+00:00,AAVEUSDT,655,23688988.9907,23.0
2022-08-01 00:00:00+00:00,DYDXUSDT,326,22563885.16893,24.0
2022-08-01 00:00:00+00:00,MANAUSDT,725,22328425.5375,25.0
2022-09-01 00:00:00+00:00,BTCUSDT,974,3958839436.2895947,1.0
2022-09-01 00:00:00+00:00,ETHUSDT,974,1381070249.997756,2.0
2022-09-01 00:00:00+00:00,ETCUSDT,974,151441425.69120002,3.0
2022-09-01 00:00:00+00:00,SOLUSDT,751,140140301.6509,4.0
2022-09-01 00:00:00+00:00,BNBUSDT,974,140093904.30545,5.0
2022-09-01 00:00:00+00:00,CHZUSDT,974,82724849.67315,6.0
2022-09-01 00:00:00+00:00,ADAUSDT,974,76177267.797815,7.0
2022-09-01 00:00:00+00:00,XRPUSDT,974,70461741.25755,8.0
2022-09-01 00:00:00+00:00,OPUSDT,92,64726589.145160004,9.0
2022-09-01 00:00:00+00:00,AVAXUSDT,709,64679738.38565,10.0
2022-09-01 00:00:00+00:00,SHIBUSDT,479,61047055.49153803,11.0
2022-09-01 00:00:00+00:00,NEARUSDT,687,60096685.85095,12.0
2022-09-01 00:00:00+00:00,DOGEUSDT,974,57629740.6995,13.0
2022-09-01 00:00:00+00:00,FILUSDT,686,48539913.760000005,14.0
2022-09-01 00:00:00+00:00,APEUSDT,168,47660577.143374994,15.0
2022-09-01 00:00:00+00:00,DOTUSDT,744,44730684.02845,16.0
2022-09-01 00:00:00+00:00,GALAUSDT,353,35129898.670674995,17.0
2022-09-01 00:00:00+00:00,ATOMUSDT,974,34008285.647815004,18.0
2022-09-01 00:00:00+00:00,LINKUSDT,974,33599138.853195,19.0
2022-09-01 00:00:00+00:00,GMTUSDT,176,33027862.020065002,20.0
2022-09-01 00:00:00+00:00,SANDUSDT,748,31911937.01035,21.0
2022-09-01 00:00:00+00:00,LDOUSDT,115,30212820.130525,22.0
2022-09-01 00:00:00+00:00,LTCUSDT,974,28576872.151845,23.0
2022-09-01 00:00:00+00:00,RUNEUSDT,727,27787813.13345,24.0
2022-09-01 00:00:00+00:00,TRXUSDT,974,27200435.5531085,25.0
2022-10-01 00:00:00+00:00,BTCUSDT,1004,6622509046.527445,1.0
2022-10-01 00:00:00+00:00,ETHUSDT,1004,1105937160.5225985,2.0
2022-10-01 00:00:00+00:00,XRPUSDT,1004,130618968.25585,3.0
2022-10-01 00:00:00+00:00,SOLUSDT,781,97803602.07640001,4.0
2022-10-01 00:00:00+00:00,BNBUSDT,1004,97481472.4089,5.0
2022-10-01 00:00:00+00:00,ETCUSDT,1004,80801581.26605001,6.0
2022-10-01 00:00:00+00:00,ATOMUSDT,1004,76130566.48657,7.0
2022-10-01 00:00:00+00:00,CHZUSDT,1004,70140449.3095,8.0
2022-10-01 00:00:00+00:00,ADAUSDT,1004,65503544.40916,9.0
2022-10-01 00:00:00+00:00,SHIBUSDT,509,49304604.67442378,10.0
2022-10-01 00:00:00+00:00,LUNAUSDT,771,46310409.339211,11.0
2022-10-01 00:00:00+00:00,LINKUSDT,1004,45308206.958785,12.0
2022-10-01 00:00:00+00:00,NEARUSDT,717,42708856.3815,13.0
2022-10-01 00:00:00+00:00,DOTUSDT,774,41960748.7839,14.0
2022-10-01 00:00:00+00:00,APEUSDT,198,41857583.3531,15.0
2022-10-01 00:00:00+00:00,DOGEUSDT,1004,35765022.903615,16.0
2022-10-01 00:00:00+00:00,AVAXUSDT,739,35187562.5387,17.0
2022-10-01 00:00:00+00:00,LTCUSDT,1004,32786969.081924997,18.0
2022-10-01 00:00:00+00:00,OPUSDT,122,31584185.69254,19.0
2022-10-01 00:00:00+00:00,TRXUSDT,1004,25622496.875007,20.0
2022-10-01 00:00:00+00:00,RVNUSDT,1004,25265777.445484,21.0
2022-10-01 00:00:00+00:00,FILUSDT,716,23579563.19915,22.0
2022-10-01 00:00:00+00:00,SANDUSDT,778,22551934.4689,23.0
2022-10-01 00:00:00+00:00,LDOUSDT,145,18292133.75661,24.0
2022-10-01 00:00:00+00:00,GMTUSDT,206,18281446.051845,25.0
2022-11-01 00:00:00+00:00,BTCUSDT,1035,4800001286.20856,1.0
2022-11-01 00:00:00+00:00,ETHUSDT,1035,636344979.9669495,2.0
2022-11-01 00:00:00+00:00,XRPUSDT,1035,156513322.97025,3.0
2022-11-01 00:00:00+00:00,SOLUSDT,812,61570695.86665,4.0
2022-11-01 00:00:00+00:00,BNBUSDT,1035,59890527.6246,5.0
2022-11-01 00:00:00+00:00,ADAUSDT,1035,38668338.201315,6.0
2022-11-01 00:00:00+00:00,CHZUSDT,1035,36886390.6874,7.0
2022-11-01 00:00:00+00:00,SHIBUSDT,540,34094925.65866111,8.0
2022-11-01 00:00:00+00:00,LINKUSDT,1035,28534573.24964,9.0
2022-11-01 00:00:00+00:00,ATOMUSDT,1035,27656712.677325003,10.0
2022-11-01 00:00:00+00:00,ETCUSDT,1035,25905622.47265,11.0
2022-11-01 00:00:00+00:00,DOTUSDT,805,25125343.2315,12.0
2022-11-01 00:00:00+00:00,TRXUSDT,1035,25020148.62079,13.0
2022-11-01 00:00:00+00:00,AVAXUSDT,770,23145829.9877,14.0
2022-11-01 00:00:00+00:00,DOGEUSDT,1035,22235302.838615,15.0
2022-11-01 00:00:00+00:00,NEARUSDT,748,20745410.3375,16.0
2022-11-01 00:00:00+00:00,LUNAUSDT,802,19810215.142442003,17.0
2022-11-01 00:00:00+00:00,LTCUSDT,1035,18525070.184335,18.0
2022-11-01 00:00:00+00:00,UNIUSDT,775,17604380.84805,19.0
2022-11-01 00:00:00+00:00,QNTUSDT,460,16441395.263549998,20.0
2022-11-01 00:00:00+00:00,SUSHIUSDT,791,15309476.85695,21.0
2022-11-01 00:00:00+00:00,APEUSDT,229,14951104.13339,22.0
2022-11-01 00:00:00+00:00,ENSUSDT,356,14492673.2896,23.0
2022-11-01 00:00:00+00:00,FILUSDT,747,12088779.033100002,24.0
2022-11-01 00:00:00+00:00,GALAUSDT,414,11788130.56435,25.0
2022-12-01 00:00:00+00:00,BTCUSDT,1065,4563293987.143547,1.0
2022-12-01 00:00:00+00:00,ETHUSDT,1065,769647341.8190751,2.0
2022-12-01 00:00:00+00:00,DOGEUSDT,1065,221787422.783495,3.0
2022-12-01 00:00:00+00:00,BNBUSDT,1065,152375658.52485,4.0
2022-12-01 00:00:00+00:00,XRPUSDT,1065,139523388.17865002,5.0
2022-12-01 00:00:00+00:00,CHZUSDT,1065,104013938.43349999,6.0
2022-12-01 00:00:00+00:00,LTCUSDT,1065,86325495.487775,7.0
2022-12-01 00:00:00+00:00,SOLUSDT,842,81290345.9485,8.0
2022-12-01 00:00:00+00:00,LINKUSDT,1065,60464533.32781,9.0
2022-12-01 00:00:00+00:00,MASKUSDT,555,46017309.573149994,10.0
2022-12-01 00:00:00+00:00,SHIBUSDT,570,44943973.3865506,11.0
2022-12-01 00:00:00+00:00,ADAUSDT,1065,36530910.93917,12.0
2022-12-01 00:00:00+00:00,TRXUSDT,1065,29877906.122016497,13.0
2022-12-01 00:00:00+00:00,APEUSDT,259,28339436.63818,14.0
2022-12-01 00:00:00+00:00,NEARUSDT,778,27572238.587564997,15.0
2022-12-01 00:00:00+00:00,ALGOUSDT,1065,26572456.802301,16.0
2022-12-01 00:00:00+00:00,DYDXUSDT,448,26335325.77049,17.0
2022-12-01 00:00:00+00:00,DOTUSDT,835,25926852.5649,18.0
2022-12-01 00:00:00+00:00,ATOMUSDT,1065,23210319.6883,19.0
2022-12-01 00:00:00+00:00,AVAXUSDT,800,22898159.29495,20.0
2022-12-01 00:00:00+00:00,UNIUSDT,805,20110870.86785,21.0
2022-12-01 00:00:00+00:00,ETCUSDT,1065,18783048.66175,22.0
2022-12-01 00:00:00+00:00,SANDUSDT,839,18706882.414296,23.0
2022-12-01 00:00:00+00:00,SUSHIUSDT,821,17704515.99255,24.0
2022-12-01 00:00:00+00:00,FILUSDT,777,17454531.1397,25.0
2023-01-01 00:00:00+00:00,BTCUSDT,1096,2965353052.531558,1.0
2023-01-01 00:00:00+00:00,ETHUSDT,1096,396833045.5598415,2.0
2023-01-01 00:00:00+00:00,XRPUSDT,1096,100941457.2852,3.0
2023-01-01 00:00:00+00:00,DOGEUSDT,1096,96479444.92754,4.0
2023-01-01 00:00:00+00:00,BNBUSDT,1096,71290962.97780001,5.0
2023-01-01 00:00:00+00:00,LTCUSDT,1096,45690056.023865,6.0
2023-01-01 00:00:00+00:00,SOLUSDT,873,31928199.96295,7.0
2023-01-01 00:00:00+00:00,LINKUSDT,1096,21254626.478215,8.0
2023-01-01 00:00:00+00:00,ADAUSDT,1096,19697850.090245,9.0
2023-01-01 00:00:00+00:00,TWTUSDT,704,18366186.4816,10.0
2023-01-01 00:00:00+00:00,TRXUSDT,1096,17947873.541818,11.0
2023-01-01 00:00:00+00:00,CHZUSDT,1096,17086000.88965,12.0
